DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1,0,0,0,0,0,0,0,0,11,0,0,5,0,24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,1.5964,0.9579,1,1,1,0,0,0,1.1574,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,27.7778,5.2910,0.3655,0,1,1,0,0,7.9365,0.5482,0,1,1,0,0,0,1.0965,0,1,1,0,1,1,1,1,1,1,1
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8,0,0,1,1,23,30,43,56,75,1,273,204,0,520,0,0,13,49,122,0,1,55,142,1,1,0,0,5,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1030,179,56,2.3665,0.7588,0.8660,0.2427,0.1214,1,0.9405,2.1449,1.1987,0.7187,0,0,1,0.8729,0.1594,1.5736,0.9189,0,2.2321,1,0.5580,0,1.9157,0.8576,0,0,1,0
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,6.9444,0.5624,0,0,0,0,0,0,1.1249,0,0,0,0,0,0,1.1249,0,0,0,0,0,0,1.1249,0,0,0,0
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0.1347,1.3317,0,1,1,0.7102,1,1,1,1,1,1,1,0,0,1.4205,0,1,1,0,1,1,1,1,1,1,1
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.3004,1,1,1,0,1,1,1,1,1,1,1
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6,0,0,0,0,1,1,0,1,1,0,1,1,0,54,0,0,1,1,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,2,0.4826,0.0433,1.8402,0,0,1,0,0,1.2136,0.9542,0,0,1,0,0,1.2136,0.9542,0,0,1,0,1,1,1,1,1,1,1
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.3836,1.1622,0,1,1,4.7847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,1.2270,1,1,0,0,1,1,1,1,1,1,1,0,0,1.2270,1,1,0,0,1,1,1,1,1,1,1
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4,0,1,0,0,14,1,135,15,1,0,69,1,0,22,0,0,17,22,1,1,0,70,158,55,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,153,72,1.4268,0.0379,1.4337,0,0,1,0.5974,1.6968,0.3452,0.0396,0,0.8170,1,0.3631,1.4690,0.6847,0.0842,3.4722,0,1,0.7716,1,1,1,1,1,1,1
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7,0,0,0,0,0,1,1,0,1,1,125,46,0,204,0,0,1,1,70,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,2,2,1.3533,1.2579,0.8742,0.4421,0,0,0.1061,2.0408,0,0.8078,0,0,0,0,2.0408,0,0.8078,0,0,0,0,1,1,1,1,1,1,1
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4,0,0,0,0,0,0,1,1,1,0,1,1,0,24,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0.6173,0.5005,1.0933,1,0,1,0.7407,5.5556,4.5045,0.4100,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6,0,0,0,0,0,0,0,1,1,0,15,1,0,137,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,0,3.2468,0.0802,1.0202,0,0,1,0.5411,0,6.1728,0.5734,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1,0,0,0,0,0,1,1,1,42,1,1,1,0,98,0,0,0,1,5,0,1,8,53,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,101,45,2,0.0607,0.1269,1.3666,0.9901,1,1,0,0.1363,0.2849,1.3146,2.2222,1,1,0,3.0675,0,0.7042,0,1,1,0,6.1350,0,0,0,1,1,0
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8,0,0,1,0,65,24,70,466,206,1,117,707,1,358,0,0,12,115,207,0,0,78,596,6,5,1,0,20,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1212,764,100,1.6089,0.9393,1.0256,0.4125,0.1375,0.8251,0.9686,1.5271,0.9822,0.9362,0.6545,0,1.3089,1.1382,1.0000,1.0467,0.8333,0,0,0,2.1739,0,1.6103,0,0,0,0,0
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7,0,0,0,0,1,1,1,1,31,1,8,45,0,114,0,0,1,6,16,0,0,1,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,33,3,15.7791,0.8321,1.0394,0.9862,0,0,0.3698,10.1010,0.0947,1.4474,0,0,0,0,111.1111,1.0417,0.5136,0,0,0,0,1,1,1,1,1,1,1
114904,FORSAN ISD,18,709,1.1,26.1,69.3,0.3,1,0,2.3,27.1,5.8,0,0,0,0,1,1,0,1,1,0,1,24,0,59,0,0,1,1,12,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,2,1.0695,1.0818,1.0016,0,0,1,0.5115,0,1.2771,0.4810,0,0,1,14.4928,0,1.9157,0.7215,0,0,1,0,1,1,1,1,1,1,1
115901,FT HANCOCK ISD,19,476,0,97.9,1.9,0,0,0,0.2,93.1,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.5107,26.3158,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115902,SIERRA BLANCA ISD,19,124,0,70.2,27.4,0.8,0.8,0,0.8,64.5,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115903,DELL CITY ISD,19,71,2.8,57.7,38,0,0,0,1.4,87.3,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116801,PHOENIX CHARTER SCHOOL,10,658,16.7,33.6,43.5,1.4,1.1,0,3.8,69.9,10.8,0,0,0,0,0,0,1,12,27,0,0,0,0,0,0,0,0,21,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,1,1,1,1,1,1,0.1460,0.8711,1.5139,0,0,1,0.6418,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116901,CADDO MILLS ISD,10,1546,1.6,14.7,79.6,1,0.2,0,3,36.9,8.2,0,0,0,0,9,39,0,1,25,0,1,32,0,213,0,0,6,13,42,0,0,36,21,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,28,54,0.2530,0.8813,1.0834,0,0,1,0.1350,0,0.2430,1.1217,3.5714,0,1,1.1905,0,1.1338,0.9073,0,0,1,3.7037,1,1,1,1,1,1,1
116902,CELESTE ISD,10,451,2,10.9,84.5,0.4,0,0,2.2,46.8,12.9,0,0,1,0,1,1,0,0,0,1,0,1,0,61,0,0,1,0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,2,0,0.1433,1.1280,3.9062,1,1,0.7102,1,1,1,1,1,1,1,0,4.5872,0.5917,0,1,1,0,0,9.1743,0,0,1,1,0
116903,COMMERCE ISD,10,1503,17.8,21.7,53.2,0.7,2.2,0.6,3.9,66.8,10.2,0,0,0,0,1,1,18,5,19,0,62,31,0,121,0,0,1,15,61,1,1,17,1,9,1,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,220,42,12,1.5832,0.6494,1.0338,0,0,0,0.6993,2.4077,0.5486,0.8503,0,0,0,0,4.2135,0.3840,0.1566,0,0,0,2.1368,5.6180,0,0,0,0,0,0
116905,GREENVILLE ISD,10,4788,17.9,37.4,39.9,0.9,0.8,0.1,2.9,69,9.8,0,0,0,0,13,19,50,34,44,1,494,309,0,405,0,0,12,56,292,0,0,38,124,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,130,35,2.2808,0.6828,0.8389,0.0918,0,0,0.0285,2.1487,0.6993,0.8483,0.8547,0,0,0.2653,0.1596,0.9931,1.3605,3.1746,0,0,0.9852,1,1,1,1,1,1,1
116906,LONE OAK ISD,10,964,1.9,9.2,85.2,0.9,0.7,0,2.1,41.8,11.7,0,0,0,0,0,1,46,15,27,1,1,15,0,129,0,0,1,45,51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,88,1,0.3605,1.1167,1.0370,0.7610,0,1,0,27.5120,1.8528,0.3601,0,0,1,0,0,0,1.1737,0,0,1,0,1,1,1,1,1,1,1
116908,QUINLAN ISD,10,2587,0.7,21.2,75.3,0.6,0.6,0,1.5,69.1,10.9,0,0,0,1,7,61,0,1,236,7,1,217,0,1024,0,0,10,52,186,0,1,52,193,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1272,238,68,0.1123,0.8047,1.0691,0.9172,0.1310,1,1.1530,0,0.0198,1.3169,0,0,1,0.2801,0,0.4856,1.1913,0,0,1,0,0,0,1.3280,0,0,1,0
116909,WOLFE CITY ISD,10,610,5.1,13,79.5,1.6,0.3,0,0.5,51.1,12.5,0,0,0,0,0,6,0,0,1,0,0,0,0,10,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,0,0,1.2579,0,0,1,0,0,0,0.6289,0,0,1,100.0000,0,0,1.2579,0,0,1,0,1,1,1,1,1,1,1
116910,CAMPBELL ISD,10,356,1.7,16,80.6,0.6,0.6,0,0.6,64,8.7,0,0,0,0,0,1,0,0,1,1,1,0,0,15,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,3.4602,0,1.0947,9.8039,0,1,0,0,0,1.2407,0,0,1,0,0,0,1.2407,0,0,1,0,1,1,1,1,1,1,1
116915,BLAND ISD,10,599,1.7,32.1,61.9,0.7,0,0.2,3.5,52.4,9.3,0,0,0,0,1,1,0,0,14,0,1,32,0,79,0,0,1,5,22,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,2,0.5206,0.8822,1.1294,0,1,0,0.2528,0,0,1.6155,0,1,0,0,0,1.5576,0.8078,0,1,0,0,1,1,1,1,1,1,1
116916,BOLES ISD,10,520,2.3,11.7,81.3,0.6,1,0.2,2.9,50,10,0,0,0,0,0,1,0,0,0,0,1,8,0,123,0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,2,0.3269,0.5141,1.1375,0,0,0,0.2593,1,1,1,1,1,1,1,21.7391,0,0.6150,0,0,0,0,1,1,1,1,1,1,1
117901,BORGER ISD,16,2791,3.3,43,48.5,1.1,0.5,0.1,3.5,53.5,9.9,0,0,1,0,22,20,20,71,70,8,43,178,0,198,0,0,10,41,75,0,0,34,104,8,1,1,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448,163,52,2.9085,0.9240,0.9113,1.6234,0,0,1.3393,3.7182,1.0130,0.8855,0.5577,0,0,0.1753,4.6620,0.9839,0.7930,1.7483,0,0,0.5495,0,2.3256,0,0,0,0,0
117903,SANFORD-FRITCH ISD,16,836,0.4,9.9,84.6,1.1,0.1,0,3.9,41,12,0,0,0,0,0,0,1,1,1,1,0,13,0,210,0,0,0,12,44,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,4,0,0,0.5836,1.1032,0.4040,0,1,0.1140,62.5000,2.5253,0.2955,0,0,1,6.4103,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,0.5,20.8,74.6,1.9,0.2,0,2,42.4,10.5,0,0,0,0,1,1,0,1,1,0,0,12,0,31,0,0,0,1,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,2,0,1.3417,0.9664,0,0,1,0,0,2.4038,0.6702,0,0,1,0,0,2.4038,0.6702,0,0,1,0,1,1,1,1,1,1,1
117907,SPRING CREEK ISD,16,100,1,27,68,3,1,0,0,58,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.8519,0.7353,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118902,IRION COUNTY ISD,15,322,2.5,30.1,65.8,0.6,0,0.3,0.6,35.7,7.1,0,0,0,0,0,5,0,0,8,0,1,1,1,51,0,0,1,1,18,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,5,0.7273,0.0604,1.4092,0,1,6.0606,3.0303,0,0,1.5198,0,1,0,0,0,0,1.5198,0,1,0,0,1,1,1,1,1,1,1
119901,BRYSON ISD,09,246,0,13.4,85.8,0,0,0,0.8,49.6,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,1.1655,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119902,JACKSBORO ISD,09,990,1.6,28.2,66.2,0.4,0.3,0,3.3,51.6,9.4,0,0,0,1,1,30,1,0,1,0,9,38,0,146,0,0,15,1,35,0,0,28,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,2,32,2.7985,0.6704,1.0972,0,0,1,1.2061,31.2500,0,0.7553,0,0,1,0,1.9531,0.1108,1.4162,0,0,1,0,0,0,1.5106,0,0,1,0
119903,PERRIN-WHITT CISD,09,327,0,18.7,79.5,0.6,0.3,0,0.9,53.5,9.8,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2.6738,0.6289,0,0,1,0,1,1.7825,0.4193,0,0,1,37.0370,1,0,0.6289,83.3333,0,1,0,1,1,1,1,1,1,1
120901,EDNA ISD,03,1558,16.5,42.6,39.8,0.3,0.2,0.3,0.3,61.3,10.2,0,0,0,0,1,10,64,72,47,1,281,351,0,1,0,0,6,60,183,0,0,16,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,183,12,2.6862,1.2996,0.0040,0.5258,0,0,0,2.1196,0.9236,0.6453,0,0,0,0,0.5051,0.1956,2.0938,0,0,0,0,1,1,1,1,1,1,1
120902,GANADO ISD,03,746,1.7,52.8,44.1,0.1,0.3,0,0.9,52.8,8.6,0,0,0,0,1,1,0,1,1,0,1,83,0,69,0,0,0,0,20,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,3,0.3820,1.0208,1.0160,0,0,1,0.7215,0,0.9470,1.1338,0,0,1,0,19.6078,0.6313,0.7559,0,0,1,0,1,1,1,1,1,1,1
120905,INDUSTRIAL ISD,03,1204,1.1,28.3,69.8,0.2,0.2,0,0.4,30.5,8,0,0,0,0,1,15,1,22,1,1,1,109,1,211,0,0,6,13,36,0,0,17,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,24,17,0.2806,1.1888,0.9330,1.5432,1.5432,1,0,3.7879,3.2391,0.0597,0,0,1,0,5.3476,0.2079,1.2641,0,0,1,0,1,1,1,1,1,1,1
121902,BROOKELAND ISD,05,417,4.8,5.3,87.8,0,0,0,2.2,57.1,10.3,0,0,0,0,0,1,1,0,1,0,8,7,0,96,0,0,0,1,12,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,1,1.4368,1.1386,0.9426,1,1,1,1.9592,10.4167,0,0.5695,1,1,1,0,0,0,1.1390,1,1,1,0,1,1,1,1,1,1,1
121903,BUNA ISD,05,1527,4,3.1,90,1.2,0.3,0,1.4,43.4,8.8,0,0,0,0,0,21,0,0,16,1,26,19,0,474,0,0,5,7,92,0,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,16,21,1.2476,1.1764,1.0109,0.1599,0,1,0.1371,0,0,1.1111,0,0,1,0,0,0,1.1111,0,0,1,0,1,1,1,1,1,1,1
121904,JASPER ISD,05,2616,40.1,16.1,40.2,0.3,0.5,0.6,2.2,76.3,10.6,0,0,0,1,1,54,179,1,52,12,1773,105,0,724,0,0,22,52,445,0,1,111,226,76,1,0,0,1,0,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2698,233,132,1.6388,0.2417,0.6675,1.4826,0,0,1.4152,1.9158,0.0267,0.5552,0,0,0,0.1951,1.4358,0.0471,1.0176,0,0,0,0.3444,1.2469,0,1.2438,0,0,0,0
121905,KIRBYVILLE CISD,05,1427,10.7,7.4,77.8,0.4,0.4,0,3.4,58.2,8.5,0,0,0,0,0,8,1,1,39,1,106,1,0,272,0,0,1,18,48,0,0,1,47,1,1,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,42,10,2.4281,0.0331,0.8569,0.6127,0,1,2.0185,0.2225,0.3218,1.1935,0,0,1,0.7003,0.9346,0,1.0283,0,0,1,2.9412,1,1,1,1,1,1,1
121906,EVADALE ISD,05,472,0.2,1.9,95.1,0,0,0,2.8,34.5,7.8,0,0,0,0,0,1,0,0,1,0,1,1,0,78,0,0,0,0,23,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,5.6818,0.5981,0.9320,1,1,1,3.2468,0,0,1.0515,1,1,1,0,0,0,1.0515,1,1,1,0,1,1,1,1,1,1,1
122901,FT DAVIS ISD,18,239,0,57.7,41.4,0,0,0,0.8,45.2,8.8,0,0,1,0,1,0,0,1,1,0,0,14,0,5,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,1,1.2770,0.6356,1,1,1,0,1,0.8666,1.2077,1,1,1,0,1,1.7331,0,1,1,1,0,1,1.7331,0,1,1,1,0
122902,VALENTINE ISD,18,31,0,64.5,25.8,3.2,3.2,0,3.2,87.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.7752,1.9380,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123803,TEKOA ACADEMY OF ACCELERATED STUDI,05,405,86.4,7.9,4.7,0,0,0,1,85.9,4.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,0.5787,6.3291,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
