DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
123805,EHRHART SCHOOL,05,274,42.7,42.3,10.6,0.4,0,0,4,88,4.4,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,1,1,1,1,1,1.9721,0.1244,0.4965,0,1,1,1.3158,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123807,BOB HOPE SCHOOL,05,246,3.7,93.5,2.8,0,0,0,0,92.7,4.1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,1,1,1,1,1,0,1.0695,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123905,NEDERLAND ISD,05,5019,7.3,20.1,63.8,0.5,6.5,0,1.7,44.3,10.3,0,1,0,5,1,56,15,1,32,5,417,229,0,922,1,1,21,24,345,1,5,69,1,24,0,0,1,0,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1609,49,82,3.5502,0.7081,0.8982,0.6215,0.1625,1,0.6946,4.1935,0.1015,1.0236,0,0.3140,1,0,4.0094,0.0607,1.0704,0,0.1876,1,0,0,0,1.5674,0,0,1,0
123907,PORT ARTHUR ISD,05,8982,44.9,45.2,2.7,2,4.5,0.1,0.6,88,7.3,1,0,1,0,68,1,2452,633,70,6,1034,303,0,30,1,1,33,391,145,1,1,242,2663,221,0,10,26,13,1,1,1,1,0,14,14,0,0,1,1,0,0,0,0,0,16,1375,3204,292,1.6748,0.4875,0.8081,0.2182,0.0162,0,0.1212,1.7044,0.4371,0.8092,0.1561,0.1803,0,0.6762,1.6856,0.5152,0.1268,0.1712,0.0761,0,0,1.9488,0.1383,0,0,1.3889,0,0
123908,PORT NECHES-GROVES ISD,05,4847,2.6,18.4,70.6,0.6,5.6,0,2.2,40.3,8.6,0,1,1,1,1,48,1,21,77,18,42,170,0,769,0,0,13,17,179,0,1,37,58,1,0,1,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1024,100,51,1.5775,0.9023,1.0637,2.9297,0.2267,1,0.5327,0.3846,1.1413,1.0907,1.6667,0,1,0,0.7541,0.1066,1.3331,3.2680,0,1,0,0,2.7174,0.7082,0,0,1,0
123910,BEAUMONT ISD,05,19832,60.6,21.2,12.9,0.2,2.9,0.1,2.2,73.7,7.9,1,1,1,1,57,22,6656,662,240,1,13010,1982,1,695,0,0,75,995,1515,1,1,586,6715,595,1,12,1,77,60,225,1,1,1,1,1,0,1,0,0,1,0,0,0,0,4,15974,7649,677,1.3440,0.5853,0.3373,0.0313,0.1295,0.0626,0.6402,1.4359,0.4082,0.2432,0.7844,0.0045,0.1307,0.4576,1.4503,0.3971,0.2519,0.7386,0.0509,0,0.0671,0.4125,1.1792,1.9380,0,0,0,11.3636
123913,SABINE PASS ISD,05,381,20.2,33.1,40.4,1,2.4,0,2.9,58,2.9,0,0,0,0,0,0,0,0,0,0,9,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2.3450,0.1590,1.0422,0,0,1,1.8149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123914,HAMSHIRE-FANNETT ISD,05,1729,4.1,15.4,77.6,0.9,1.3,0.1,0.6,35.3,6.7,0,1,1,1,1,1,1,1,27,1,1,16,0,101,0,1,1,7,12,1,1,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,119,30,2,0.2050,0.8731,1.0937,0.9337,0,0,0,0.8130,0.2165,1.1598,3.7037,0,0,0,0,3.2468,0.6443,0,0,0,0,0,3.2468,0.6443,0,0,0,0
124901,JIM HOGG COUNTY ISD,01,1097,0.5,96.3,2.8,0.3,0.2,0,0,79.7,7.4,0,0,0,0,1,1,0,218,5,0,0,0,0,0,0,0,9,35,0,0,0,1,207,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,3,1,1,1,1,1,1,1,0,0.9800,0.7730,11.5440,0,1,1,0,0.3461,11.9048,111.1111,0,1,1,1,1,1,1,1,1,1
125901,ALICE ISD,02,5406,0.4,94.1,4.8,0.1,0.4,0,0.2,76.6,8.6,0,0,0,1,92,1,1,1023,22,1,15,2438,0,60,0,0,5,116,208,0,1,78,946,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2516,1047,94,1.4905,1.0298,0.4968,0.3975,0.0994,1,0.1987,0.2388,1.0383,0.4378,0.9551,0,1,0,2.6596,1.0401,0.2216,0,0,1,0,0,0,20.8333,0,0,1,0
125902,BEN BOLT-PALITO BLANCO ISD,02,604,0.2,88.9,9.6,1.2,0,0,0.2,74.8,9.8,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0.5624,5.2083,0,1,1,0,0,0.5624,5.2083,0,1,1,0,0,0.5624,0,41.6667,1,1,0,1,1,1,1,1,1,1
125903,ORANGE GROVE ISD,02,1894,0,59.6,39.1,0.1,0.5,0.1,0.6,56,9.6,0,0,0,0,48,1,0,78,15,0,0,328,0,1,0,0,7,23,108,0,0,1,77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,93,50,1,1.6677,0.0078,0,0,0,0.5051,1,1.4072,0.4125,0,0,0,0,1,1.6107,0.0512,20.0000,0,0,0,1,1,1,1,1,1,1
125905,PREMONT ISD,02,550,0.2,96.4,3.5,0,0,0,0,78.7,9.8,0,0,1,0,1,1,0,1,1,0,0,318,0,10,0,0,1,20,52,0,1,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,2,2,0,1.0057,0.8711,1,1,1,1,0,0.5187,14.2857,1,1,1,1,0,0.5187,14.2857,1,1,1,1,0,1.0373,0,1,1,1,1
125906,LA GLORIA ISD,02,120,1.7,91.7,3.3,0,2.5,0,0.8,46.7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5453,0,1,20.0000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126901,ALVARADO ISD,11,3458,2.6,31.9,61.8,0.9,0.3,0,2.4,59.9,6.9,1,1,1,1,1,28,10,62,118,1,58,439,1,856,1,1,9,22,194,1,1,36,151,1,1,1,0,1,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1398,192,32,1.5957,0.9844,0.9908,0.0795,0,1,1.2816,2.0032,1.0123,0.9945,0.5787,0,1,0.2170,1.2019,0.0980,1.4159,3.4722,0,1,1.3021,0,1.5674,0.8091,0,0,1,0
126902,BURLESON ISD,11,10711,5.1,18.6,72.3,0.7,0.7,0.2,2.4,33.8,8.6,0,1,0,1,42,162,73,72,326,16,326,463,1,1658,1,1,49,183,532,7,7,136,320,28,1,1,1,26,1,74,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,2539,500,234,2.5176,0.9804,0.9032,0.9002,0.0563,0.1969,1.2144,2.8627,0.7742,0.9018,0.2857,0.2857,1.0000,2.1667,2.3462,0.9650,0.9575,0,0,2.1368,0.1781,6.5359,0,0.4610,0,0,0,13.8889
126903,CLEBURNE ISD,11,6566,4,42.7,48.8,0.4,0.3,1.3,2.5,66,8.7,1,1,1,1,54,46,10,60,71,1,125,745,1,693,0,0,18,32,246,1,1,96,116,9,1,0,0,6,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1605,147,111,1.9470,1.0871,0.8848,0.1558,0.2077,0.0479,0.9720,1.7007,0.9559,0.9897,0,0,0,1.6327,2.0270,1.1393,0.8492,0,0,0.6930,0.3604,0,1.1710,1.0246,0,0,0,0
126904,GRANDVIEW ISD,11,1096,2.5,15.2,78.6,1.1,0.5,0.4,1.6,32.2,8.4,1,0,1,0,1,1,0,0,0,1,1,18,0,82,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,2,0.3922,1.1610,1.0228,0.8913,0,0,0,1,1,1,1,1,1,1,0,3.2895,0.6361,0,0,0,0,0,6.5789,0,0,0,0,0
126905,JOSHUA ISD,11,4989,1.1,22.6,72.9,0.6,0.6,0,2.2,48.9,6.9,0,1,0,1,19,66,1,49,160,11,14,187,0,540,1,1,15,31,50,1,1,61,157,0,1,1,0,9,6,17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,775,220,87,1.6422,1.0677,0.9558,2.3656,1.2903,1,0.9971,0.4132,0.9855,0.9976,0.7576,0,1,1.8595,0,0.9663,1.0406,1.9157,0,1,0.5225,0,0,0.6859,0,0,1,22.7273
126906,KEENE ISD,11,895,3.2,36.5,38.7,0.4,0.7,17.5,2.9,80,7.9,0,0,0,0,15,15,1,32,39,0,1,157,52,258,0,0,0,8,39,0,0,1,72,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,469,74,33,0.0666,0.9171,1.4215,0,0,0.6336,0.0735,0.4223,1.1847,1.3618,0,0,0.0772,0.4660,0.9470,1.2453,1.1745,0,0,0.1732,1.0449,1,1,1,1,1,1,1
126907,RIO VISTA ISD,11,775,0.1,16.4,80.3,0.6,0.1,0,2.5,47.6,11,0,0,0,0,1,1,0,1,1,1,0,1,0,294,0,0,1,1,26,0,0,12,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,2,2,0,0.0205,1.2328,0.5612,0,1,0.1347,0,3.0488,0.6227,0,0,1,0,0,3.0488,0.6227,0,0,1,0,1,1,1,1,1,1,1
126908,VENUS ISD,11,1928,2.6,49.9,43.7,1.2,1,0.1,1.3,70.4,6.3,0,0,0,0,22,22,5,34,47,9,15,154,0,222,0,0,6,16,104,0,0,45,75,1,1,5,1,1,13,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,420,93,48,1.3736,0.7348,1.2095,1.7857,3.0952,0,1.2821,2.0678,0.7326,1.1565,4.4803,1.0753,0,0.8271,0.8013,0.9185,1.0488,1.7361,2.0833,0,1.6026,0,0,0,0,100.0000,0,0
126911,GODLEY ISD,11,1727,1.2,20.5,73.2,2.4,0.3,0.1,2.3,53.9,9.8,0,0,0,0,1,1,7,21,112,1,26,196,0,818,0,0,1,20,177,0,0,1,93,0,0,1,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,143,2,2.0287,0.8952,1.0463,0.0390,0.3121,0,1.0585,4.0793,0.7164,1.0700,0.2914,2.3310,0,0.3040,0,2.4390,0.6831,0,0,0,0,1,1,1,1,1,1,1
127901,ANSON ISD,14,722,1.4,50.7,45.2,0.1,0.8,0,1.8,66.6,9.8,0,0,0,0,1,1,0,1,1,0,1,1,0,28,0,0,1,1,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,3,2.3810,0.0657,2.0649,0,0,1,0,0,0.9862,1.1062,0,0,1,0,23.8095,0.6575,0.7375,0,0,1,0,1,1,1,1,1,1,1
127903,HAMLIN ISD,14,469,4.7,38.2,53.3,0,1.3,0,2.6,59.9,10.2,0,0,1,1,6,1,0,1,1,0,11,28,0,38,0,1,5,1,11,0,1,8,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,84,2,8,2.7862,0.8726,0.8487,1,0,1,3.2051,0,1.3089,0.9381,1,0,1,0,2.6596,1.9634,0.2345,1,0,1,0,7.0922,0.8726,0.6254,1,0,1,0
127904,HAWLEY ISD,14,701,0.4,15.7,82.7,0,0,0,1.1,50.8,9.1,0,0,0,0,1,1,0,0,9,0,0,0,0,10,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,0,1.2092,1,1,1,0,0,0,1.2092,1,1,1,0,0,2.1231,0.4031,1,1,1,30.3030,1,1,1,1,1,1,1
127905,LUEDERS-AVOCA ISD,14,125,4,18.4,66.4,0.8,0,0,10.4,76.8,11.2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.7530,0,1,1,4.8077,1,1,1,1,1,1,1,0,2.7174,0.7530,0,1,1,0,1,1,1,1,1,1,1
127906,STAMFORD ISD,14,680,9.6,48.1,38.2,0.3,0.6,0,3.2,71.9,9,0,0,1,1,6,9,1,7,1,0,19,79,0,40,0,0,1,1,26,0,1,1,1,5,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,150,9,20,1.3194,1.0949,0.6981,0,0,1,2.5000,1.1574,1.6170,0.2909,0,0,1,0,2.6042,0.6237,1.1780,0,0,1,0,3.4722,0.6930,0.8726,0,0,1,0
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6,1,1,1,1,22,5,1,61,1,0,1,294,0,48,1,1,1,10,47,6,1,21,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,344,63,27,0.1530,1.2227,0.5111,0,0,0,0.4845,0.8354,1.3852,0.0581,0,0,0,0,0,1.1657,0.6783,0,0,0,0,0,0.7153,1.8315,0,0,0,0
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6,1,0,1,0,1,1,1,43,1,1,1,209,0,19,0,0,1,7,25,1,1,1,41,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,47,3,0.1396,1.0835,0.7030,0.6184,0,1,0.5411,0.6863,1.0957,0.1819,3.0395,0,1,2.6596,10.7527,0.3992,2.8490,0,0,1,0,0,1.1976,0,0,0,1,0
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8,1,0,1,0,18,0,1,1,1,0,1,1,0,1,0,0,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,18,55.5556,0.3788,3.0303,1,0,1,1,55.5556,0.3788,3.0303,1,0,1,1,0,1.1364,0,1,0,1,1,0,1.1364,0,1,0,1,1
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2.6316,0.6305,1,0,1,0,0,0,1.2610,1,0,1,0,1,1,1,1,1,1,1,0,0,1.2610,1,0,1,0
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8,0,0,0,0,1,28,25,8,22,0,69,45,0,172,0,0,14,25,62,0,0,32,44,16,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,60,46,2.4200,0.8224,0.8835,0,0.4340,1,0.1653,4.2088,0.7018,0.5424,0,0,1,3.9683,3.5134,0.1144,0.9004,0,0,1,1.0352,1,1,1,1,1,1,1
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8,0,0,0,0,14,54,80,46,163,17,605,551,1,1406,0,0,21,56,309,0,0,50,132,24,1,1,1,9,1,102,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2683,301,95,2.1273,0.8776,0.8535,1.0560,0.0248,0.3727,1.5207,2.5074,0.6531,0.8820,0.5537,0.2215,3.3223,1.1960,2.3833,0.6298,0.9258,1.7544,0,10.5263,0.4211,1,1,1,1,1,1,1
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3,0,0,1,1,25,49,24,47,78,1,144,468,0,817,0,1,12,34,179,0,1,65,119,12,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1453,149,86,1.9432,0.7669,1.1336,0.1147,0.0983,1,0.7969,3.1583,0.7510,1.0554,0,0,1,0,2.7360,0.6921,1.1487,0,0,1,0,0,1.1905,1.0081,0,0,1,0
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7,0,0,1,0,7,19,1,1,88,5,18,108,0,554,0,0,1,24,117,0,1,1,94,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,91,26,1.0286,0.7953,1.0566,0.8929,0,1,0.9740,0.4396,0.0566,1.2911,0,0,1,0.4995,0,1.3878,0.9757,0,0,1,0,0,5.1546,0,0,0,1,0
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1,0,0,0,1,14,74,0,33,177,1,1,54,0,450,0,1,28,86,118,0,1,76,199,0,6,0,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543,230,94,0.0969,0.7053,1.0464,0.3683,0,1,1.8928,0,1.0176,0.9717,0,0,1,2.4155,0,1.0563,0.9940,0,0,1,1.7730,0,0,1.2626,0,0,1,0
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1,0,0,1,1,40,43,139,89,86,1,591,415,0,406,0,0,27,73,215,0,1,108,279,53,1,1,1,1,1,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1452,317,139,1.7030,0.6525,0.9846,0.1377,0.0689,1,1.0904,1.8347,0.6410,0.9553,0.6309,0.3155,1,0.1314,1.5954,0.6570,1.0893,1.4388,0.7194,1,0.2998,0,1.1416,1.7606,0,0,1,0
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1,0,0,0,0,0,6,0,1,1,0,29,20,0,145,0,0,1,1,27,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2,6,4.3966,0.8314,0.9126,0,0,0,0,0,4.0323,0.6105,0,0,0,0,0,0,1.2210,0,0,0,0,1,1,1,1,1,1,1
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,1,1,1,1,1,0.8271,2.0538,0.1694,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2,0,0,0,1,28,44,10,96,98,7,19,233,0,262,0,0,16,57,97,0,1,47,116,1,5,1,0,1,0,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,532,207,79,8.9286,1.5586,0.7221,3.2895,0,0,1.2163,12.0773,1.6504,0.6942,1.2077,0,4.8309,0.2842,3.1646,1.2613,0.8167,3.1646,0,0,3.7230,0,0,0.7331,0,0,0,29.4118
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7,0,0,0,0,1,0,0,1,1,0,1,138,0,82,0,0,1,1,79,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,3,1,1.1261,1.1160,0.8753,0,0,1,0.3003,0,0.5984,0.7899,0,0,1,22.2222,0,1.7953,0,0,0,1,0,1,1,1,1,1,1,1
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1.1236,0,1,1,1,0,0,1.1236,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8,0,0,0,0,0,1,1,0,1,0,1,1,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,9.5238,0.5879,0.9614,1,1,1,1,33.3333,0,0.6729,1,1,1,1,0,0,1.3459,1,1,1,1,1,1,1,1,1,1,1
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6,0,0,0,0,1,6,0,1,18,0,1,69,0,76,0,0,1,7,12,0,0,1,24,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,20,9,0.4859,0.8856,1.1831,0,1,1,0.4002,0,0.0943,2.0595,0,1,1,2.9412,0,0.2096,1.5256,55.5556,1,1,6.5359,1,1,1,1,1,1,1
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6,0,0,1,1,43,37,1,107,98,1,40,608,1,466,0,0,14,44,208,0,1,56,160,1,1,1,0,7,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1160,214,83,1.8149,1.1444,0.8232,0.2874,0.0718,0.4310,2.0594,0.2459,1.0917,0.9384,1.5576,0,0,1.8172,0.6341,1.1312,0.9135,4.0161,0,0,0.6693,0,1.0917,1.0246,0,0,0,0
